,0,1,2,3,4,5,6,7,8,9,10
940,Bruno,Fernandes,99,998436.37,Debito,2012-12-13 09:51:00,552150,Bruno Fernandes,1956-06-02 14:45:00,9,1956-05-02 14:45:00
941,Bruno,Azevedo,32,186934.14,Credito,2008-07-30 12:48:00,605387,Bruno Azevedo,2022-08-21 15:00:00,2,2022-07-21 15:00:00
942,Bruno,Azevedo,32,183007.51,Debito,2017-12-28 14:26:00,56028,Bruno Azevedo,2019-02-22 11:12:00,7,2019-01-22 11:12:00
943,Bruno,Barbosa,49,884383.82,Credito,2005-09-30 12:38:00,636399,Bruno Barbosa,1995-01-28 13:32:00,2,1994-12-28 13:32:00
944,Bruno,Gonçalves,73,223364.86,Debito,2020-10-01 13:26:00,196044,Bruno Gonçalves,2001-05-02 12:43:00,3,2001-04-02 12:43:00
945,Bruno,Gomes,58,56197.96,Credito,2015-10-22 12:05:00,598711,Bruno Gomes,1998-04-13 16:50:00,3,1998-03-13 16:50:00
946,Bruno,Correia,60,677995.36,Debito,2006-07-21 11:43:00,329797,Bruno Correia,1956-05-29 16:54:00,2,1956-04-29 16:54:00
947,Bruno,Azevedo,53,28109.15,Debito,2017-12-23 14:45:00,346593,Bruno Azevedo,1969-05-23 09:58:00,7,1969-04-23 09:58:00
948,Bruno,Peixoto,22,204900.85,Debito,2012-07-24 10:22:00,854772,Bruno Peixoto,1950-05-12 09:52:00,4,1950-04-12 09:52:00
949,Bruno,Duarte,21,269629.25,Debito,2020-04-08 16:29:00,147655,Bruno Duarte,2009-01-18 14:32:00,6,2008-12-18 14:32:00
950,Bryan,Caldeira,22,815917.45,Credito,2010-01-14 15:14:00,718371,Bryan Caldeira,1974-05-27 11:26:00,2,1974-04-27 11:26:00
951,Bryan,Nascimento,97,447239.99,Credito,2011-01-16 14:15:00,875344,Bryan Nascimento,1981-05-12 13:31:00,6,1981-04-12 13:31:00
952,Bryan,Nascimento,97,462378.92,Credito,2020-06-03 10:58:00,678943,Bryan Nascimento,1980-03-04 10:26:00,5,1980-02-04 10:26:00
953,Bryan,Lima,49,189657.71,Credito,2013-05-29 14:40:00,514587,Bryan Lima,2012-12-01 14:18:00,3,2012-11-01 14:18:00
954,Bryan,Porto,96,490499.83,Credito,2015-12-06 10:25:00,685211,Bryan Porto,2014-04-17 10:46:00,8,2014-03-17 10:46:00
955,Bryan,Freitas,42,42526.08,Credito,2018-04-05 16:00:00,270301,Bryan Freitas,2015-12-03 12:05:00,5,2015-11-03 12:05:00
956,Bryan,Porto,96,666538.65,Credito,2005-10-01 13:29:00,498314,Bryan Porto,2001-08-04 10:33:00,2,2001-07-04 10:33:00
957,Bryan,Cardoso,78,696771.34,Debito,2020-04-06 15:21:00,871207,Bryan Cardoso,1957-07-24 09:24:00,8,1957-06-24 09:24:00
958,Bryan,Moura,68,432165.58,Credito,2017-04-02 09:23:00,23050,Bryan Moura,2016-12-26 16:13:00,8,2016-11-26 16:13:00
959,Bryan,Costa,80,97390.22,Credito,2017-02-17 16:41:00,438610,Bryan Costa,1961-03-27 13:30:00,8,1961-02-27 13:30:00
960,Bryan,Nascimento,54,978527.65,Debito,2006-02-01 13:21:00,756915,Bryan Nascimento,1992-12-09 14:02:00,5,1992-11-09 14:02:00
961,Bryan,Rocha,55,676706.44,Debito,2008-01-22 16:21:00,79843,Bryan Rocha,1966-04-29 11:21:00,3,1966-03-29 11:21:00
962,Bryan,Rocha,55,5037.71,Credito,2008-05-27 14:18:00,226566,Bryan Rocha,1958-04-27 10:26:00,1,1958-03-27 10:26:00
963,Bryan,Costa,80,461304.73,Credito,2012-08-12 11:29:00,471853,Bryan Costa,2005-11-09 10:28:00,9,2005-10-09 10:28:00
964,Bryan,Castro,69,852781.09,Credito,2014-02-17 13:19:00,125727,Bryan Castro,1957-10-23 15:05:00,9,1957-09-23 15:05:00
965,Bryan,Conceição,72,668257.82,Credito,2022-09-18 14:54:00,169233,Bryan Conceição,1968-02-09 10:47:00,6,1968-01-09 10:47:00
966,Bryan,Conceição,72,700054.07,Credito,2006-11-21 09:11:00,882504,Bryan Conceição,2019-08-23 12:45:00,4,2019-07-23 12:45:00
967,Bryan,Jesus,90,571601.55,Debito,2020-11-07 16:23:00,511957,Bryan Jesus,1975-03-25 12:53:00,6,1975-02-25 12:53:00
968,Bryan,Paz,82,15722.92,Debito,2011-03-06 10:44:00,123710,Bryan Paz,1981-06-16 11:16:00,4,1981-05-16 11:16:00
969,Bryan,Jesus,90,233188.21,Debito,2017-04-02 09:22:00,657170,Bryan Jesus,1954-09-06 15:29:00,2,1954-08-06 15:29:00
970,Bryan,Peixoto,15,707482.05,Debito,2011-02-12 11:05:00,334081,Bryan Peixoto,2021-09-28 14:20:00,5,2021-08-28 14:20:00
971,Bryan,Jesus,22,464446.32,Debito,2008-01-17 11:24:00,584774,Bryan Jesus,1951-12-22 12:15:00,8,1951-11-22 12:15:00
972,Bryan,Jesus,22,80081.47,Credito,2014-05-16 14:39:00,896743,Bryan Jesus,1985-08-06 15:06:00,5,1985-07-06 15:06:00
973,Bryan,Rodrigues,26,787624.65,Credito,2021-07-28 13:52:00,79847,Bryan Rodrigues,1951-12-20 16:57:00,8,1951-11-20 16:57:00
974,Bryan,Barros,86,190265.99,Debito,2016-02-23 14:47:00,803492,Bryan Barros,2004-07-09 13:23:00,3,2004-06-09 13:23:00
975,Bryan,Barros,86,710043.52,Debito,2007-04-28 11:42:00,277597,Bryan Barros,1981-06-12 10:16:00,6,1981-05-12 10:16:00
976,Bryan,Costa,58,51128.31,Credito,2013-11-22 12:55:00,830348,Bryan Costa,1975-11-27 11:43:00,9,1975-10-27 11:43:00
977,Bryan,Santos,94,850585.29,Credito,2016-01-28 16:10:00,628491,Bryan Santos,1954-09-08 10:41:00,3,1954-08-08 10:41:00
978,Bryan,Rodrigues,26,57968.32,Debito,2009-06-29 12:57:00,703261,Bryan Rodrigues,1999-10-30 16:06:00,6,1999-09-30 16:06:00
979,Bryan,Porto,45,733359.13,Credito,2018-02-27 16:09:00,907778,Bryan Porto,1973-04-11 15:48:00,6,1973-03-11 15:48:00
980,Caio,Costa,23,314735.77,Debito,2020-01-16 15:48:00,738860,Caio Costa,1989-10-04 15:00:00,4,1989-09-04 15:00:00
981,Caio,Ferreira,58,612608.00,Debito,2008-02-01 16:46:00,676454,Caio Ferreira,1959-04-03 14:06:00,1,1959-03-03 14:06:00
982,Caio,Costa,23,401030.32,Credito,2017-02-18 12:19:00,93131,Caio Costa,1993-10-20 16:24:00,5,1993-09-20 16:24:00
983,Caio,Martins,68,195905.37,Credito,2008-10-02 16:44:00,59718,Caio Martins,1950-11-30 09:52:00,4,1950-10-30 09:52:00
984,Caio,Pinto,55,188853.74,Credito,2022-08-22 13:53:00,606086,Caio Pinto,1954-05-06 09:08:00,3,1954-04-06 09:08:00
985,Caio,Luz,87,48694.23,Debito,2006-11-04 15:59:00,660929,Caio Luz,1969-06-05 11:17:00,1,1969-05-05 11:17:00
986,Caio,Vieira,29,509182.18,Credito,2019-07-16 10:34:00,965549,Caio Vieira,2010-02-03 13:12:00,8,2010-01-03 13:12:00
987,Caio,Vieira,29,801474.78,Debito,2016-07-27 12:47:00,846110,Caio Vieira,1998-08-10 13:25:00,3,1998-07-10 13:25:00
988,Caio,Viana,21,718314.55,Credito,2022-09-26 12:27:00,377858,Caio Viana,1999-08-09 13:55:00,1,1999-07-09 13:55:00
989,Caio,Lima,58,174801.31,Debito,2021-07-23 14:53:00,62617,Caio Lima,1998-04-13 16:12:00,9,1998-03-13 16:12:00
990,Caio,Rezende,21,216747.67,Credito,2020-08-04 09:25:00,532135,Caio Rezende,1988-02-12 11:21:00,9,1988-01-12 11:21:00
991,Caio,Viana,21,698793.19,Debito,2020-12-21 16:33:00,562216,Caio Viana,1985-06-03 11:44:00,3,1985-05-03 11:44:00
992,Caio,Ribeiro,30,492886.36,Credito,2017-05-26 13:52:00,978155,Caio Ribeiro,1964-12-01 13:51:00,5,1964-11-01 13:51:00
993,Caio,Pires,48,240726.43,Debito,2020-09-25 15:05:00,283151,Caio Pires,2022-08-27 12:57:00,2,2022-07-27 12:57:00
994,Caio,Neves,31,862021.26,Debito,2009-10-24 14:14:00,360715,Caio Neves,2000-09-11 15:31:00,7,2000-08-11 15:31:00
995,Caio,Neves,31,710259.79,Debito,2018-05-02 13:26:00,785867,Caio Neves,2005-05-26 15:17:00,5,2005-04-26 15:17:00
996,Caio,Dias,33,997435.39,Credito,2006-02-18 12:40:00,111855,Caio Dias,1954-11-28 15:04:00,6,1954-10-28 15:04:00
997,Caio,Dias,33,30937.76,Debito,2017-03-04 09:02:00,588077,Caio Dias,1993-07-12 13:29:00,5,1993-06-12 13:29:00
998,Caio,Neves,54,232894.55,Credito,2012-09-01 16:13:00,190408,Caio Neves,1956-12-05 14:12:00,8,1956-11-05 14:12:00
999,Caio,Neves,54,258721.73,Debito,2022-06-03 11:09:00,655093,Caio Neves,1996-12-27 14:33:00,2,1996-11-27 14:33:00
1000,Caio,Martins,68,344171.60,Credito,2017-04-28 14:49:00,249737,Caio Martins,2001-02-28 10:20:00,4,2001-01-28 10:20:00
1001,Caio,Mota,22,966183.06,Credito,2006-06-24 16:25:00,252985,Caio Mota,1988-11-16 11:42:00,8,1988-10-16 11:42:00
1002,Caio,Paz,19,751197.90,Credito,2020-11-30 10:24:00,853464,Caio Paz,1971-05-17 12:19:00,6,1971-04-17 12:19:00
1003,Caio,Jesus,28,314875.74,Debito,2022-12-10 09:22:00,129902,Caio Jesus,1978-09-23 15:25:00,3,1978-08-23 15:25:00
1004,Caio,Teixeira,17,207015.76,Debito,2019-04-27 10:43:00,13957,Caio Teixeira,1992-04-29 11:46:00,7,1992-03-29 11:46:00
1005,Caio,Pinto,55,706851.07,Debito,2015-06-18 13:51:00,951234,Caio Pinto,2000-09-04 11:06:00,3,2000-08-04 11:06:00
1006,Calebe,Porto,31,548973.79,Debito,2016-10-25 16:30:00,538515,Calebe Porto,1953-02-02 15:11:00,9,1953-01-02 15:11:00
1007,Calebe,Araújo,26,580830.16,Credito,2020-05-09 12:32:00,329048,Calebe Araújo,1952-12-03 11:44:00,8,1952-11-03 11:44:00
1008,Calebe,Araújo,26,22396.12,Debito,2012-06-08 10:37:00,282003,Calebe Araújo,1977-03-21 09:59:00,7,1977-02-21 09:59:00
1009,Calebe,Almeida,33,572004.93,Credito,2013-10-07 13:08:00,456576,Calebe Almeida,2002-08-05 16:01:00,8,2002-07-05 16:01:00
1010,Calebe,Correia,90,959250.52,Credito,2010-08-22 13:40:00,601356,Calebe Correia,2021-06-26 14:29:00,2,2021-05-26 14:29:00
1011,Calebe,Duarte,42,80452.73,Credito,2006-08-26 16:54:00,139565,Calebe Duarte,2009-02-02 11:38:00,8,2009-01-02 11:38:00
1012,Calebe,Araújo,61,696466.58,Debito,2021-05-20 13:31:00,774448,Calebe Araújo,1964-12-22 16:12:00,6,1964-11-22 16:12:00
1013,Calebe,Duarte,42,767372.92,Debito,2010-10-05 10:55:00,633588,Calebe Duarte,2013-07-13 16:51:00,4,2013-06-13 16:51:00
1014,Calebe,Mendes,49,101952.74,Credito,2007-06-15 09:06:00,863693,Calebe Mendes,2008-11-17 12:11:00,4,2008-10-17 12:11:00
1015,Calebe,Correia,90,856367.45,Debito,2018-07-06 16:41:00,173408,Calebe Correia,1961-11-12 10:09:00,1,1961-10-12 10:09:00
1016,Calebe,Rodrigues,70,859577.15,Credito,2007-02-12 11:55:00,660065,Calebe Rodrigues,1982-06-29 15:42:00,6,1982-05-29 15:42:00
1017,Calebe,Araújo,61,393548.46,Debito,2013-03-13 12:52:00,365175,Calebe Araújo,1976-08-20 10:50:00,7,1976-07-20 10:50:00
1018,Calebe,Mata,98,565896.20,Debito,2010-11-21 09:34:00,881119,Calebe Mata,1982-06-14 16:10:00,6,1982-05-14 16:10:00
1019,Calebe,Melo,88,502668.94,Credito,2022-02-20 10:27:00,607465,Calebe Melo,1967-06-25 11:45:00,1,1967-05-25 11:45:00
1020,Calebe,Silva,65,719604.64,Credito,2014-10-15 14:15:00,386962,Calebe Silva,2010-08-04 12:59:00,2,2010-07-04 12:59:00
1021,Calebe,Farias,43,903357.18,Debito,2008-11-09 16:49:00,765759,Calebe Farias,1966-05-16 15:04:00,1,1966-04-16 15:04:00
1022,Calebe,Farias,43,735098.55,Debito,2019-01-17 10:51:00,392104,Calebe Farias,1951-11-19 16:38:00,8,1951-10-19 16:38:00
1023,Calebe,Moraes,93,681959.00,Debito,2017-05-21 16:11:00,782426,Calebe Moraes,2007-10-19 09:00:00,2,2007-09-19 09:00:00
1024,Calebe,Porto,31,906906.98,Debito,2014-11-30 11:47:00,604007,Calebe Porto,1972-03-04 12:16:00,7,1972-02-04 12:16:00
1025,Calebe,Melo,88,755800.01,Credito,2021-08-10 14:58:00,235155,Calebe Melo,2007-09-04 14:15:00,3,2007-08-04 14:15:00
1026,Calebe,Viana,86,868452.40,Credito,2016-03-25 10:26:00,120708,Calebe Viana,1978-11-23 13:33:00,9,1978-10-23 13:33:00
1027,Camila,Costa,32,532323.87,Debito,2015-09-19 15:19:00,445133,Camila Costa,2002-09-12 09:19:00,6,2002-08-12 09:19:00
1028,Camila,Castro,79,534083.25,Credito,2015-01-27 15:02:00,261650,Camila Castro,1986-04-14 14:20:00,3,1986-03-14 14:20:00
1029,Camila,Castro,79,309825.23,Credito,2009-01-18 14:21:00,2226,Camila Castro,1963-07-16 14:53:00,4,1963-06-16 14:53:00
1030,Camila,Santos,65,274194.35,Credito,2005-06-11 10:54:00,905930,Camila Santos,1982-08-26 10:10:00,4,1982-07-26 10:10:00
1031,Camila,Campos,40,762716.30,Credito,2010-08-04 15:08:00,263002,Camila Campos,2008-12-25 16:14:00,7,2008-11-25 16:14:00
1032,Camila,Lopes,75,795077.22,Credito,2005-12-20 11:30:00,232587,Camila Lopes,2007-01-12 15:49:00,7,2006-12-12 15:49:00
1033,Camila,Lopes,75,266622.81,Debito,2012-05-29 10:11:00,984517,Camila Lopes,1987-11-11 09:25:00,6,1987-10-11 09:25:00
1034,Camila,Silveira,62,410464.88,Debito,2006-11-29 09:58:00,395271,Camila Silveira,1978-05-16 11:57:00,4,1978-04-16 11:57:00
1035,Camila,Silveira,62,213945.76,Credito,2007-07-28 14:39:00,21824,Camila Silveira,1994-12-13 15:36:00,3,1994-11-13 15:36:00
1036,Camila,Santos,65,303037.46,Credito,2011-08-26 12:55:00,227324,Camila Santos,1965-04-25 13:44:00,6,1965-03-25 13:44:00
1037,Camila,Cardoso,26,329900.43,Debito,2015-11-11 15:25:00,566995,Camila Cardoso,2002-09-19 15:53:00,7,2002-08-19 15:53:00
1038,Camila,Cardoso,81,579431.72,Credito,2022-03-02 12:19:00,38012,Camila Cardoso,1963-03-20 15:01:00,6,1963-02-20 15:01:00
1039,Camila,Cardoso,81,962319.02,Credito,2021-12-17 11:11:00,568143,Camila Cardoso,1956-06-28 13:58:00,7,1956-05-28 13:58:00
1040,Camila,Azevedo,94,137152.27,Debito,2014-03-25 13:31:00,987625,Camila Azevedo,1983-08-13 14:29:00,5,1983-07-13 14:29:00
1041,Camila,Azevedo,94,751839.22,Debito,2018-08-07 11:34:00,122669,Camila Azevedo,1956-07-13 13:43:00,1,1956-06-13 13:43:00
1042,Camila,Rezende,79,118425.22,Credito,2018-04-28 12:47:00,79462,Camila Rezende,1950-03-12 10:42:00,8,1950-02-12 10:42:00
1043,Camila,Caldeira,38,557876.94,Credito,2011-10-25 15:24:00,837551,Camila Caldeira,1994-12-20 13:00:00,6,1994-11-20 13:00:00
1044,Camila,Caldeira,38,333185.84,Credito,2019-08-16 14:02:00,706283,Camila Caldeira,1951-03-27 13:18:00,5,1951-02-27 13:18:00
1045,Camila,Nunes,67,439060.39,Credito,2017-10-16 13:35:00,80558,Camila Nunes,1955-04-29 10:18:00,6,1955-03-29 10:18:00
1046,Camila,Nunes,67,276036.83,Credito,2011-01-30 14:32:00,281438,Camila Nunes,2007-03-06 10:14:00,2,2007-02-06 10:14:00
1047,Camila,Lopes,54,295985.95,Credito,2007-09-13 09:51:00,524597,Camila Lopes,1962-06-28 13:56:00,5,1962-05-28 13:56:00
1048,Camila,Lopes,52,252071.25,Debito,2020-10-09 10:36:00,277523,Camila Lopes,1988-09-13 16:11:00,4,1988-08-13 16:11:00
1049,Camila,Aragão,58,486806.77,Debito,2019-11-09 12:10:00,423117,Camila Aragão,1988-04-25 13:57:00,3,1988-03-25 13:57:00
1050,Camila,Lopes,54,347330.17,Credito,2007-11-09 14:39:00,508529,Camila Lopes,2007-10-30 13:35:00,5,2007-09-30 13:35:00
1051,Camila,Aragão,58,234836.72,Credito,2012-06-27 12:57:00,765316,Camila Aragão,1971-08-16 13:51:00,8,1971-07-16 13:51:00
1052,Camila,Lopes,52,39645.95,Credito,2015-08-29 10:03:00,928928,Camila Lopes,1990-04-15 13:34:00,4,1990-03-15 13:34:00
1053,Camila,Barros,81,951048.99,Credito,2017-02-06 13:36:00,673607,Camila Barros,1972-11-06 12:05:00,7,1972-10-06 12:05:00
1054,Camila,Barros,81,615177.37,Debito,2014-05-01 11:52:00,200016,Camila Barros,1988-05-21 11:40:00,3,1988-04-21 11:40:00
1055,Camila,Santos,88,270506.90,Credito,2012-10-01 16:21:00,61587,Camila Santos,1959-09-15 13:39:00,7,1959-08-15 13:39:00
1056,Camila,Gonçalves,51,335249.86,Credito,2008-08-04 12:44:00,347318,Camila Gonçalves,1958-11-03 09:16:00,1,1958-10-03 09:16:00
1057,Camila,Gonçalves,51,213665.62,Credito,2009-11-27 13:29:00,39697,Camila Gonçalves,2017-06-01 16:58:00,1,2017-05-01 16:58:00
1058,Camila,Campos,60,451214.88,Debito,2009-02-08 09:06:00,102251,Camila Campos,2013-01-20 12:06:00,1,2012-12-20 12:06:00
1059,Camila,Freitas,99,177699.26,Credito,2010-07-15 10:53:00,578574,Camila Freitas,1981-03-23 10:35:00,4,1981-02-23 10:35:00
1060,Camila,Moura,51,657742.85,Credito,2021-08-28 11:50:00,650296,Camila Moura,2002-05-25 11:36:00,2,2002-04-25 11:36:00
1061,Camila,Gomes,81,701614.10,Debito,2019-06-04 15:40:00,599664,Camila Gomes,2000-05-30 14:33:00,7,2000-04-30 14:33:00
1062,Camila,Gomes,81,476041.74,Credito,2006-12-10 16:45:00,656618,Camila Gomes,1995-12-06 16:27:00,8,1995-11-06 16:27:00
1063,Camila,Caldeira,73,525105.43,Credito,2011-12-05 15:13:00,259535,Camila Caldeira,2007-08-13 09:02:00,1,2007-07-13 09:02:00
1064,Carlos,Nunes,62,562194.92,Debito,2006-07-19 15:06:00,192094,Carlos Nunes,1955-05-23 11:19:00,1,1955-04-23 11:19:00
1065,Carlos,Ribeiro,53,498464.64,Credito,2008-07-04 15:16:00,934844,Carlos Ribeiro,1955-09-02 11:15:00,4,1955-08-02 11:15:00
1066,Carlos,Ferreira,88,890352.71,Credito,2022-12-29 13:52:00,497168,Carlos Ferreira,1995-01-08 16:11:00,5,1994-12-08 16:11:00
1067,Carlos,Almeida,75,440829.33,Credito,2020-04-25 15:17:00,86009,Carlos Almeida,1999-09-14 14:41:00,5,1999-08-14 14:41:00
1068,Carlos,Mata,63,737798.95,Credito,2014-05-07 15:06:00,100938,Carlos Mata,2008-08-10 09:30:00,7,2008-07-10 09:30:00
1069,Carlos,Peixoto,59,163909.01,Debito,2011-08-19 10:47:00,100948,Carlos Peixoto,2000-01-04 12:38:00,7,1999-12-04 12:38:00
1070,Carlos,Martins,25,405456.61,Credito,2021-10-23 15:29:00,240858,Carlos Martins,2021-05-08 12:46:00,2,2021-04-08 12:46:00
1071,Carlos,Ramos,17,765025.78,Credito,2009-07-13 12:19:00,118090,Carlos Ramos,1963-06-01 11:30:00,9,1963-05-01 11:30:00
1072,Carlos,Martins,22,943910.39,Credito,2021-05-02 14:08:00,11857,Carlos Martins,1974-07-03 14:26:00,9,1974-06-03 14:26:00
1073,Carlos,Martins,25,456081.11,Debito,2010-02-12 14:51:00,659757,Carlos Martins,2011-10-24 16:45:00,5,2011-09-24 16:45:00
1074,Carlos,Monteiro,31,227579.36,Debito,2006-04-12 09:29:00,498493,Carlos Monteiro,1980-10-26 10:56:00,6,1980-09-26 10:56:00
1075,Carlos,Mata,63,842339.01,Debito,2020-07-14 15:05:00,706726,Carlos Mata,2016-10-17 12:52:00,3,2016-09-17 12:52:00
1076,Carlos,Peixoto,59,377376.79,Credito,2018-09-04 11:04:00,146879,Carlos Peixoto,1955-12-04 12:12:00,2,1955-11-04 12:12:00
1077,Carlos,Sales,75,124743.94,Debito,2005-12-17 16:24:00,741634,Carlos Sales,1956-09-19 09:34:00,3,1956-08-19 09:34:00
1078,Carlos,Rocha,70,634720.31,Credito,2010-11-01 16:51:00,869187,Carlos Rocha,1998-01-03 12:44:00,8,1997-12-03 12:44:00
1079,Carlos,Peixoto,18,591298.52,Debito,2020-12-16 13:15:00,789294,Carlos Peixoto,1982-07-22 12:36:00,3,1982-06-22 12:36:00
1080,Carlos,Ferreira,88,162723.53,Debito,2008-01-03 16:11:00,625493,Carlos Ferreira,1957-02-01 14:55:00,1,1957-01-01 14:55:00
1081,Carlos,Rocha,51,856345.84,Credito,2016-08-01 13:32:00,386600,Carlos Rocha,1973-10-26 16:25:00,3,1973-09-26 16:25:00
1082,Carlos,Rocha,70,599063.44,Credito,2016-07-20 09:22:00,594349,Carlos Rocha,1978-07-08 15:54:00,2,1978-06-08 15:54:00
1083,Carlos,Monteiro,31,232609.42,Credito,2010-12-29 13:59:00,269276,Carlos Monteiro,1952-06-16 16:19:00,7,1952-05-16 16:19:00
1084,Carlos,Rocha,51,183347.29,Debito,2011-01-22 16:36:00,891934,Carlos Rocha,1979-06-11 09:08:00,4,1979-05-11 09:08:00
1085,Carlos,Peixoto,18,665156.76,Credito,2008-01-19 16:29:00,303769,Carlos Peixoto,2010-02-15 10:51:00,2,2010-01-15 10:51:00
1086,Carlos,Paz,87,310988.29,Debito,2005-02-18 13:53:00,902506,Carlos Paz,2015-09-08 12:38:00,5,2015-08-08 12:38:00
1087,Carlos,Pereira,44,392791.41,Debito,2016-02-07 12:41:00,511011,Carlos Pereira,1997-07-30 12:13:00,8,1997-06-30 12:13:00
1088,Carlos,Pereira,44,216294.56,Credito,2015-08-27 16:54:00,216337,Carlos Pereira,1960-03-20 09:51:00,9,1960-02-20 09:51:00
1089,Carlos,Ribeiro,53,519296.04,Credito,2014-10-02 12:54:00,332388,Carlos Ribeiro,1999-06-26 16:57:00,7,1999-05-26 16:57:00
1090,Carlos,Freitas,25,979109.71,Credito,2021-12-21 10:25:00,508396,Carlos Freitas,1998-02-09 11:48:00,2,1998-01-09 11:48:00
1091,Carlos,Cavalcanti,79,228608.79,Credito,2007-07-07 11:49:00,324356,Carlos Cavalcanti,1997-07-29 13:26:00,3,1997-06-29 13:26:00
1092,Carlos,Paz,87,696097.38,Debito,2020-11-13 11:54:00,256815,Carlos Paz,2016-02-24 11:29:00,4,2016-01-24 11:29:00
1093,Carlos,Caldeira,50,260521.09,Debito,2020-04-13 14:38:00,882225,Carlos Caldeira,1963-03-02 09:35:00,1,1963-02-02 09:35:00
1094,Carolina,Barbosa,49,850909.44,Debito,2009-06-19 15:29:00,888771,Carolina Barbosa,1985-02-22 12:56:00,2,1985-01-22 12:56:00
1095,Carolina,Ferreira,74,896617.84,Credito,2006-07-07 13:50:00,203933,Carolina Ferreira,1985-10-17 15:00:00,5,1985-09-17 15:00:00
1096,Carolina,Monteiro,32,605333.84,Credito,2014-03-05 13:38:00,398998,Carolina Monteiro,2010-12-11 12:19:00,1,2010-11-11 12:19:00
1097,Carolina,Ferreira,74,151269.59,Debito,2009-03-17 15:35:00,161046,Carolina Ferreira,2011-06-07 12:18:00,3,2011-05-07 12:18:00
1098,Carolina,Moreira,65,378156.72,Credito,2019-07-02 11:27:00,980333,Carolina Moreira,1987-12-08 11:14:00,6,1987-11-08 11:14:00
1099,Carolina,Moreira,65,602984.05,Debito,2013-01-17 11:10:00,735948,Carolina Moreira,1999-04-15 11:47:00,5,1999-03-15 11:47:00
1100,Carolina,Costa,84,639131.75,Credito,2022-09-13 10:11:00,98153,Carolina Costa,1960-11-16 11:35:00,4,1960-10-16 11:35:00
1101,Carolina,Costa,84,832124.30,Debito,2010-01-04 14:50:00,356959,Carolina Costa,1976-11-13 16:14:00,8,1976-10-13 16:14:00
1102,Carolina,Mota,91,78855.31,Debito,2012-12-17 13:28:00,729993,Carolina Mota,1954-10-02 16:04:00,7,1954-09-02 16:04:00
1103,Carolina,Barbosa,49,308287.01,Debito,2017-04-19 16:09:00,363181,Carolina Barbosa,1979-02-02 10:49:00,2,1979-01-02 10:49:00
1104,Carolina,Nascimento,43,962033.87,Credito,2006-01-15 13:47:00,836736,Carolina Nascimento,1955-09-06 14:39:00,2,1955-08-06 14:39:00
1105,Carolina,Lopes,23,919380.90,Debito,2005-01-11 13:50:00,761378,Carolina Lopes,1968-11-09 12:20:00,6,1968-10-09 12:20:00
1106,Carolina,Neves,38,869486.77,Debito,2005-06-13 09:15:00,580069,Carolina Neves,1974-05-16 09:47:00,7,1974-04-16 09:47:00
1107,Carolina,Neves,38,617704.03,Credito,2013-06-09 15:21:00,219000,Carolina Neves,2001-11-05 11:43:00,8,2001-10-05 11:43:00
1108,Carolina,Ramos,94,360998.35,Debito,2012-07-28 14:38:00,187709,Carolina Ramos,1973-06-18 14:32:00,5,1973-05-18 14:32:00
1109,Carolina,Caldeira,69,150984.04,Debito,2017-01-10 10:06:00,211112,Carolina Caldeira,2002-09-19 15:50:00,3,2002-08-19 15:50:00
1110,Carolina,Caldeira,69,440875.04,Debito,2008-03-17 09:32:00,789845,Carolina Caldeira,2021-10-07 10:52:00,2,2021-09-07 10:52:00
1111,Carolina,Araújo,48,452147.12,Debito,2013-11-01 14:31:00,988626,Carolina Araújo,2015-03-26 10:36:00,7,2015-02-26 10:36:00
1112,Carolina,Ramos,47,411890.30,Debito,2007-09-24 13:29:00,241941,Carolina Ramos,2009-03-22 10:20:00,1,2009-02-22 10:20:00
1113,Carolina,Araújo,48,370344.65,Credito,2012-11-04 12:41:00,58377,Carolina Araújo,1953-02-19 13:48:00,7,1953-01-19 13:48:00
1114,Carolina,Moreira,95,499288.98,Debito,2014-01-03 12:28:00,14500,Carolina Moreira,1996-03-16 11:47:00,7,1996-02-16 11:47:00
1115,Carolina,Moreira,95,807278.15,Debito,2015-11-24 11:04:00,509591,Carolina Moreira,1952-10-29 11:07:00,7,1952-09-29 11:07:00
1116,Carolina,Mota,91,863169.63,Debito,2014-06-06 09:42:00,104481,Carolina Mota,2011-05-10 16:24:00,6,2011-04-10 16:24:00
1117,Caroline,Moraes,21,514841.54,Credito,2019-12-07 12:47:00,937133,Caroline Moraes,1966-03-04 10:52:00,6,1966-02-04 10:52:00
1118,Caroline,Caldeira,91,622321.24,Debito,2014-05-20 09:47:00,247797,Caroline Caldeira,1976-11-16 16:53:00,1,1976-10-16 16:53:00
1119,Caroline,Rocha,89,107939.51,Debito,2016-06-13 14:03:00,10538,Caroline Rocha,2008-09-20 16:18:00,5,2008-08-20 16:18:00
1120,Caroline,Vieira,51,114700.58,Credito,2010-09-30 09:49:00,76821,Caroline Vieira,2002-06-05 16:22:00,4,2002-05-05 16:22:00
1121,Caroline,Rocha,16,660295.49,Credito,2020-04-19 09:12:00,893097,Caroline Rocha,1989-01-16 13:43:00,5,1988-12-16 13:43:00
1122,Caroline,Viana,96,870874.55,Credito,2022-04-14 13:53:00,553214,Caroline Viana,1978-12-20 16:25:00,6,1978-11-20 16:25:00
1123,Caroline,Jesus,78,527543.90,Debito,2011-02-09 10:13:00,584569,Caroline Jesus,1957-04-08 16:00:00,4,1957-03-08 16:00:00
